"ad_url","ad_city","ad_neighborhood","ad_type","ad_description","ad_hash","ad_price","ad_currency","ad_kvm","ad_price_per_kvm","ad_street","updated_ts"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167387250513486,град София,Център,"2-СТАЕН","Референтен номер: 358. МаксВю Пропърти има удоволствието да Ви представи апартаменти за продажба в центъра на София!  Сградата е в строеж и цените са конкурентни! В сградата имаме и друи двустайни и тристайни апартаменти!  Гъвкави схеми на плащане!  За повече информация, моля обадете се: 0876082028 Петя Николова","7d2c3ce4c4f34380f76bbc204628f42b1869eeb2ee4a3b8a0949dc91d20f7d4f",111296,EUR,75,1483.95,Център,2023-10-07 09:22:21.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167299190691570,град София,Център,"2-СТАЕН","АRCO REAL ESTATE представя на Вашето внимание двустаен апартамент с голям, светъл таван и паркомясто в тухлена кооперация в центъра на София.Жилището е на трети етаж над магазини в монолитна тухлена кооперация от 1939 г. на бул. Стамболийски. Състои се от спалня, светъл вестибюл, самостоятелна кухня с балкон, която може да се преустрои в спалня, или да се свърже с вестибюла и отделно баня и тоалетна. Чистата застроена площ на жилището е 59,4 кв.м. и към него се предлага и голям, светъл таван със собствен санитарен възел от 40 кв.м., който се намира точно над апартамента и може или да се свърже с него, за да се образува мезонет, или да се ползва самостоятелно . Навсякъде има ПВЦ дограма, но иначе апартаментът се нуждае от основен ремонт. На етажа се предлага и още един по-голям двустаен апартамент, с голямо мазе пак от 40 кв.м. и гараж в двора на кооперацията, като е възможно и закупуването на целия етаж и обединяването на двата апартамента в просторно 4-стайно жилище, с прилежащите таван, мазе, гараж и паркомясто.Имотът се намира на 200 метра от метростанция Константин Величков, близо до пазар Димитър Петков. Районът се развива много динамично, има отлични комуникации и инфраструктура. На минути пеша има и трамвайни и автобусни спирки, училище, детска градина, аптека, банков клон, куриерски офиси, всевъзможни търговски обекти, заведения и услуги.Агенцията работи по изискванията на БДС EN 15733. Предлагаме съдействие за ипотечно кредитиране и изготвяне на пазарна оценка на имота.Обадете се и заявете час за оглед: Янчо Михайлов, тел: 0878 916 599Оферта  83012 Виж по-малко... Виж повече","739379a6064962f6957212fbb0a9d9316cd02122369c0cb4e13a024969499292",135000,EUR,59,2288.14,бул. Ал. Стамболийски,2023-10-07 09:22:21.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167291379312182,град София,Център,"2-СТАЕН","Агенция ,,Релард Естейтс'' предлага двустаен апартамент в центъра на София. Жилището се намира на 1 етаж от общо 5.Разпределението на имота е както следва: хол, спалня, кухня, коридор и баня, като има възможност да се преустанови в тристаен апартамент.Агенцията осигурява юридическа консултация на всички свои клиенти, както и съдействие при необходимост от ипотечен кредит. За повече информация моля обадете се на посочените контакти.ID 8015",bc460c59b110068b11c30fc862818f1f05dbc78f8bbf12ae59164f1ed05a996c,156000,EUR,60,2600.00,Център,2023-10-07 09:22:21.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168665525471690,град София,Център,"2-СТАЕН","Революшън Естейт има удоволствието да Ви представи мансарден двустаен апартамент, намиращ се на комуникативно място в Цнтъра на София!Този имот е разположен на 5-ти жилищен етаж в добре поддържана тухлена кооперация от 2005 г. без асансьор. Мястото се отличава с добре развита инфраструктура и невероятно удобно местоположение, намиращо се в близост до Метростанция 'Лъвов мост' , II МБАЛ , бул. Сливница и бул. Княгиня Мария Луиза. Апартаментът разполага с площ 55 кв.м., разгърнати в следното разпределение: входно антре, всекидневна с кухненски бокс, спалня, баня с тоялетна, тераса. Отоплява се посредством климатици и има функционираща камина. Изложение: Изток/ Запад/ Юг. Жилището се предлага заедно с мазе 9 кв.м. и 1/5 дворно място с паркоместа. Ако желаете да закупите този имот, не се колебайте да се свържете с нас и да цитирате референтния номер: 42757. Ще уговорим удобно за Вас време и място.","493c1b93101c27465fbf52778cb15640866a1941e3943014a0fcb7aa4b8e0f59",125000,EUR,55,2272.73,Център,2023-10-07 09:22:20.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167783500483610,град София,Център,"2-СТАЕН","Продавам изключително луксозен двустаен апартамент,на топ място в центъра на гр.София,ул.Неофит Рилски,в близост до кръстовището с ул.Цар Асен,на 50 м.от бул.Витоша.Жилището се състой от,спалня,хол с трапезария и кухня,баня с тоалетна,след тотален ремонт,с ново луксозно обзавеждане,и нова бяла техника.Апартаментът се намира на 4 етаж в сграда,старо,масивно строителство.Поради изключителното му местоположение,и състояние,е первектен за,живеене,или отдаване под наем,с наем около 600 евро.Цена 218 000 евро.За контакти,Николай Вълков.Тел;0888878179.Огледи по всяко време,разполагаме с ключ.",f43d704e4623ce85828609c3f08d3c5b25609f975abc197eb9fe2d40328a61d0,218000,EUR,60,3633.33,ул. Неофит Рилски,2023-10-07 09:22:20.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168363957488981,град София,Център,"2-СТАЕН","Двустаен апартамент, на Бул.Стефан Стамболов подходящ както за живеене така и за инвестиция.Сградата е тухлена и се намира на Женски пазар до ул. Кирил и Методи във вътрешен двор. Състои се от две стаи, кухненски бокс и баня с тоалетна. Към имота има мазе 13 кв.м. Имота е подходящ за инвестиция, защото е даден под наем и наемателят може да остане при желание от новия собственик. Месечният наем е 690 лева. Състоянието на имота е много добро, покривът е ремонтиран, има топлоизолация и се предлага обзаведен.Консултант: Людмила Савова 0897823107ЕППИ-30 ГОДИНИ СДЕЛКИ С ИМОТИ!","17512082a040635241a8ce12a2ed959298ba49cc6a073c2f37b3f4dfbc25f628",103000,EUR,48,2145.83,Център,2023-10-07 09:22:20.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169217533907772,град София,Център,"2-СТАЕН","Kellen real estate предлага просторен двустаен апартамент на комуникативно място в центъра на София. Жилището се намира на 3-ти етаж, като сградата разполага с асансьор. Сградата е тухлен строеж от 1956г. Апартаментъъ е с площ от 78кв.м. Има мазе и таван. Имотът е за ремонт.Разпределение:- входно антре- тоалетна- баня- кухня- складово помещение- спалня- хол с трапезарияОтоплението е на ТЕЦ.",cc0b8d1c00ad5dff462ce53fa3ab41a95689527e825a607d45d0e377f896c57d,179900,EUR,78,2306.41,Център,2023-10-07 09:22:20.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169105590523656,град София,Център,"2-СТАЕН","Агенция за недвижими имоти Калиста Естейт предлага на Вашето внимание двустаен апартамент за продажба с локация Център-ЦУМ. Разположен е в близост до парк, спирки на градски транспорт, хранителни магазини, училища и други. Имотът е ситуиран на 1-ви жилищен етаж и разполага с РЗП - 70кв.м, разгърнати в следното разпределение: входно антре, кухненски бокс с трапезария, хол, спалня, две бани с тоалетна, тераса и таванско помещение 4кв.м ; ЗП -70 кв.м . Отоплението е на ТОК. Жилището се предлага изцяло обзаведено и оборудвано с всичко необходимо за новите си собственици. Апартаментът е подходящ за живеене или инвестиция. При интерес към тази оферта или други може да направите напълно безплатна консултация, като се свържете с нас на посочения телефонен номер или да ни пишете на [email protected]. Реф.номер:47154","5fa922cc181cb1b5056c4f1d42e0cf0d32519efd0046ea7ef332c2719afbf119",247000,EUR,70,3528.57,Център,2023-10-07 09:22:19.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167992212699651,град София,Център,"2-СТАЕН","ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ Продава двустаен апартамент в центъра на град София. Намира се в малка бутикова сграда, разположена на много комуникативно място в близост до МОЛ София, метростанция, детска градина, училища и множество помещения от обслужващият сектор. Състои се от входно антре, просторна дневна с кухненски бокс и трапезария, спалня, баня с тоалетна, тераса. Предава се на шпакловка и замазка. Луксозни общи части. Качествено строителство от ДОКАЗАЛ СЕ В ГОДИНИТЕ СТРОИТЕЛ. Възможност за закупуване на паркоместа и гаражи. В сградата предлагаме и други апартаменти. Всички наши обяви ги работим с колеги. Оферта в агенцията 9355. Още наши оферти може да намерите на www. dreamvision. bg Телефони за връзка: 02/421 96 35 ; 0886 13 22 91 Димитър Георгиев",ae336b7937beeb45d1b1cc7f2b349335163bf7584614a03c8d9adb163b3ffbb5,170000,EUR,80,2125.00,Център,2023-10-07 09:22:19.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168793397323176,град София,Център,"2-СТАЕН","Номер в агенцията: 2717Луксозен клас имот.2-стаен апартамент до метро на бул.Стамболийски.Уникална сграда, нов вид строителство с вентилирани плочи /висока степен на земетръсна издържливост/.Красиви френски прозорци, висок клас дограма 5 камерна.Блиндирана входна врата с дистнционно заключване и отключване.Видеодомофонна система за достъп.Възможност за покупка на гараж.Апартаментът е със следното разпределение: хол с кухненски бокс,спалня и баня с тоалетна.  82/71 ЧЖПРазполага и с излаз на югозападна тераса.Обадете се сега и запишите час за оглед:0876543080",c90b5a5bb5af9f4f6f57817c9cefecb83876a310887923b4cdd2c221f827c8e6,164000,EUR,82,2000.00,бул. Ал. Стамболийски,2023-10-07 09:22:19.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169036806427854,град София,Център,"2-СТАЕН","АПАРТАМЕНТ ЗА РЕМОНТ ,НО С ДОБРИ ВЪЗМОЖНОСТИ,АСАНСЬОР, ПРОСТОРНИ ПОМЕЩЕНИЯ ДО ХР.БОТЕВ.Масивно старо строителство с дебели стени и високи тавани.Изложението е юг-север.Състои се от хол с портална врата-двоен, спалня- 3/4, кухня-2/3,тоалетна, баня и тераса.Мазе и таван.Добри общи части.Можете да си го направите по ваш вкус ,както ви харесва.","893002a132ce9c3279583408e1ed7613c9b43afeccacffe60dfbad8a4ff1c017",159000,EUR,75,2120.00,Център,2023-10-07 09:22:19.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169536094451607,град София,Център,"2-СТАЕН","Galardo Real Estate предлага светъл и уютен двустаен апартамент в добре поддържана сграда с асансьор.Апартаментът се намира в идеален център, до Гранд Хотел София, продава се напълно обзаведен и снабден с висококачествени ел. уреди.Отоплението е на ТЕЦ, наличен е и климатик.От всекидневната се излиза на слънчев балкон с приятна гледка.Към апартамента принадлежат ремонтирани таван и мазе.Ref. 18479","3c1be190b1c6f804779cfd28689fd0606f272e6c965cbd5b2d1ed898b09db267",307000,EUR,70,4385.71,Център,2023-10-07 09:22:19.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168535219270187,град София,Център,"2-СТАЕН","287051 Предлагам за продажба просторен двустаен апартамент (подходящ за преустройство в тристаен) на бул. Патриарх Евтимий, в участъка между бул. Витоша и бул. Христо Ботев, близо до църквата 'Свети Георги' и Петте кьошета.Сградата е монолитна, тухлено строителство от 60-те години.Апартаментът се състои от голям вестибюл (хол) с преход към спалня, кухня, баня и тоалетна по отделно и два балкона.Има прилежащо таванско помещение и мазе.Жилището се нуждае от съвременен ремонт.Отоплението е на ТЕЦ.Имотът има жилищен статут; Сградата няма асансьор; Продава се без обзавеждане; ЕТАП НА СТРОИТЕЛСТВО: разрешение за ползване (Акт 16); ОТОПЛЕНИЕ: конвекторни радиатори; Има 2 балкона/тераси; Има нужда от ремонт; Преходен; ВИД СТРОИТЕЛСТВО: тухла; ГОДИНА НА СТРОИТЕЛСТВО: 1964 г.; ИЗЛОЖЕНИЕ: север, юг; СПАЛНИ: 1; БАНИ: 1; ДОГРАМА: PVC_________________________________________________________________________________________________Към потенциалните продавачи! Ако продавате подобен имот или обмисляте дали да го направите в близко бъдеще, моля свържете се с мен. Имам клиенти, които търсят в района. Мога да дам ориентировъчна цена по телефон или имейл и по-точна цена при оглед на място.ОГЛЕДЪТ И КОНСУЛТАЦИЯТА СА БЕЗПЛАТНИ.МОЖЕТЕ СЪЩО ТАКА, ДА ПОДАДЕТЕ И БЕЗПЛАТНА ЧАСТНА ОБЯВА ЗА ПРОДАЖБА НА ВАШИЯ ИМОТ В MIRELA.BG, БЕЗ БРОКЕР И КОМИСИОНА. Виж по-малко... Виж повече","6fe2e9443158d440fa80c1ef94c4b3dc4392256ffc5e850a956fb6d2d6bfcd51",375000,EUR,86,4360.47,Център,2023-10-07 09:22:18.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165936451402184,град София,Център,"2-СТАЕН",     БЕЗ КОМИСИОН от купувача..  Просторен двустаен апартамент в малка бутикова сграда в централната част на София-близо до МОЛ София.     Инвеститор с богато портфолио и перфектни сгради.Избор на апартаменти.Възможно обединяване на два апартамента в един голям.Начало на строежа-септември2022г.Акт 16 май/24.     Гъвкава схема на плащане.Съдействие за ипотечен кредит при най-добри условия.  За информация и оглед  0878 656504 Снежана Драганова,"18437645a1f539e44c0210f96c69fadd43ad62eea1eedbe99f6e8c707d86734d",170000,EUR,80,2125.00,Център,2023-10-07 09:22:18.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167473218666827,град София,Център,"2-СТАЕН","423958 Продавам двустаен апартамент на ул. Екзарх Йосиф в близост до бул. Васил Левски, болница ИСУЛ и СМГ. Сградата е от 2010 година, малка с общо осем апартамента.Жилището, което предлагаме за продажба, е след основен ремонт, със застроена площ от 60 кв. м и се състои от дневна с подход към спалня, самостоятелна кухня, антре, баня и тоалетна и балкон пред двете стаи. Продава се с мазе 4.6 кв. м и идеални части от мястото, върху което е построена сградата.Имотът има жилищен статут; Сградата има асансьор; Продава се без обзавеждане; ЕТАП НА СТРОИТЕЛСТВО: разрешение за ползване (Акт 16); ОТОПЛЕНИЕ: ТЕЦ; Има 1 балкон/тераса; Ремонтиран; Преходен; ВИД СТРОИТЕЛСТВО: тухла; ГОДИНА НА СТРОИТЕЛСТВО: 2010 г.; ИЗЛОЖЕНИЕ: изток; СПАЛНИ: 1; БАНИ: 1; ДОГРАМА: PVC_________________________________________________________________________________________________Към потенциалните продавачи! Ако продавате подобен имот или обмисляте дали да го направите в близко бъдеще, моля свържете се с мен. Имам клиенти, които търсят в района. Мога да дам ориентировъчна цена по телефон или имейл и по-точна цена при оглед на място.ОГЛЕДЪТ И КОНСУЛТАЦИЯТА СА БЕЗПЛАТНИ.МОЖЕТЕ СЪЩО ТАКА, ДА ПОДАДЕТЕ И БЕЗПЛАТНА ЧАСТНА ОБЯВА ЗА ПРОДАЖБА НА ВАШИЯ ИМОТ В MIRELA.BG, БЕЗ БРОКЕР И КОМИСИОНА. Виж по-малко... Виж повече",a1ac09a4499f87d36a340f91a6f83edd62ba618419c8d20ef6e50e376b305c60,156000,EUR,60,2600.00,Център,2023-10-07 09:22:18.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166981389188515,град София,Център,"2-СТАЕН","АКТ-14 !!!!Луксозен,бутиков апартамент в луксозна многофамилна жилища сграда с подземни паркоместа и гаражи,с 13 апартамента и луксозни общи части.Модерно фасадно решение с топлоизолационен пакет.Kачествена PVC дограма с троен стъклопакет. Намира се в широкия център на столицата, в един от най-предпочитаните райони на София- кв. Банишора. Лесен и бърз достъп до главни пътни артерии, училища, детски градини и площадки,търговски центрове, супермаркети, в непосредствена близост до метростанция 'Константин Величков',спирки на градски транспорт. Състои се от: входно антре, просторна дневна с кухненски бокс,спалня с тераса две бани с тоалетни.Към апартамента се предлага паркомясто в сутерена.Прилежащо мазе. Жилището ще се предаде на фина шпакловка и замазка, хоризонтална и вертикална инсталация до тапа; монтирана блиндирана входна врата. Модерен хидравличен асансьор и автомобилен подемник. Отопление и топла вода на ток.Домофонна инсталация и контрол на достъпа.Пусков срок м. 11.2023г.Доказан строител със завършени сгради. Виж по-малко... Виж повече","427656d315413a93e898d70e9e6a7c5ef69a77ab3b603be6cbf8e00d449eaa07",130000,EUR,85,1529.41,Център,2023-10-07 09:22:18.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168508513804875,град София,Център,"2-СТАЕН","Агенция за недвижими имоти Калиста Естейт предлага на Вашето внимание стилно обзаведен двустаен апартамент  с повече от отлична локация в Центъра на столицата, район НДК. Разположен е в близост до Бул. Витоша, НДК, парк, спирки на градски транспорт, хранителни магазини, училища и други. Имотът е ситуиран на 5-ти жилищен етаж и разполага с РЗП 70кв.м, разгърната в следното разпределение: входно антре, кухненски бокс с хол и трапезария, спалня, баня с тоалетна и тераса с чудесен изглед ; ЗП - 70. Отоплението е на ТЕЦ. Жилището се предлага изцяло обзаведено и оборудвано с всичко необходимо за новите си собственици, като разполага с таванско помещение и мазе в цената. При интерес към тази оферта или други може да направите напълно безплатна консултация, като се свържете с нас на посочения телефонен номер.Реф.номер:45405","71768fca9f3d5e85f9a7d3e51a7fe34d49feef0484bc57445571ab9a5d46baa4",307000,EUR,70,4385.71,Център,2023-10-07 09:22:18.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168864933976507,град София,Център,"2-СТАЕН","Двустаен апартамент със застроена площ от 61 кв.м. Състои се от: антре, дневна с кухненски бокс, спалня; баня с тоалетна и тераса. Гъвкави схеми на плащане.  В близост до метростанция . Проектирана е с функционални двустайни и тристайни апартаменти.Изложение на жилищата: запад /изток. Хидравличен пътнически асансьор KONE. Двуцветна трикамерна ПВЦ дограма с троен стъклопакет/ Четири сезона  и к-емисионно стъкло/. Отопление и топла вода на ТЕЦ с монтирани разводки за климатици в дневните. Охранителна система с видеонаблюдение, осветление с датчици за движение, видеодомофонна система и контрол на достъп.Жилищата се предават на фина мазилка и замазка с монтирана блиндирана входна врата. Ел. инсталация-монтирани ключове, контакти, фасонки, индивидуално апартаментно ел. табло със съответните токови кръгове и автоматични предпазители на 'LEGRAND . Водопроводна инсталация - хоризонтална и вертикална до тапа и монтирани индивидуални водомери с дистанционно отчитане. Вътрешна канализация - хоризонтална и вертикална до тапа. Топлопроводна инсталация- хоризонтална и вертикална с монтирани радиатори и термоглави. Инсталация за кабелна телевизия, интернет и телефон. Етап на строителство: В строеж ! Разрешени за ползване -Декември 2024г. Доказан инвеститор с много качествени сгради в гр.София. Разположението е безупречно в един от най-атрактивните райони за живеене в столицата. Близо до паркове в София, свежест, растителност и комуникативност. За да има баланс и за хората, които обичат динамичното ежедневие, сградата се недалеч от столичен търговски център Mall Sofia. Въпреки комуникативната си локация, ние сме наблегнали на зеленината около сградата, защото какво по-хубаво от това вкъщи да е в непосредствена близост до красивите раззеленени дървета през пролетта, носещи прохлада през лятото, красота през есента и бял уют през зимата. Обади се сега и цитирай този код 582807 Виж по-малко... Виж повече",fa3920dcdc26442ab3e425e66ca3bdc4cb3d1a96745b9b2c6d45ea01a5f06e74,137700,EUR,61,2257.38,Център,2023-10-07 09:22:17.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169383166981142,град София,Център,"2-СТАЕН","www.almainvest.bgград София, ул  Васил Петлешков    8. Апартамент  1/вход Б/ ДИРЕКТНО ОТ ИНВЕСТИТОР - АЛМА ИНВЕСТ. Цената е крайна, без инфлационна клауза.Двустаен апартамент в новострояща се  сграда    ARCH RESIDENCE  ул.  Васил Петлешков    8  - моста Чавдар. Метростанция   Хаджи Димитър 350м.Състои от коридор, дневна с кухня и трапезария, 1 спалня,  баня с тоалетна,  склад,тераса. Чиста жилищна площ-53,35 кв.м. Издава  се на ниво - финна гипсова мазилка, замазка с изпълнени всички вътрешни инсталации, с монтирана блиндирана входна врата, PVC дограма с троен стъклопакет и нискоемисионно К стъкло.Сграда: многокамерни карамични тухли,12 см.топлоизолация, смесена фасада с елементи от естествен камък и минерална мазилка. Луксозно изпълнени общи части и асансьор, система за контролиран достъп. Отопление   ток с изпълнена разводка за сплит система за климатик. Дизайнерско озеленяване на дворното пространство и откритите паркоместа. Самостоятелни гаражи на ниво терен и две нива подземни паркоместа достъпни с рампа, БЕЗ асансьорна платформа.Паркоместа   от 18 000 до 25 000евроГаражи   от 30 000 до 39 000евроЕтап   строително разрешениеНачало на строителство м.ноември 2023г. Акт 16  Юни 2026г. Начална вноска  - 25%Гъвкава  схема на плащане.тел за връзка: 0887 59 75 32/ 0888 876 677/офис 02 971 24 44 /0885 800 928е-mail: [email protected] /[email protected]www.almainvest.bghttp://: almainvest.imot.bg Виж по-малко... Виж повече","6292368a856284a6656971df9c65022264138e29de11cc80fa4d36d6cbc5540c",105000,EUR,62,1693.55,Център,2023-10-07 09:22:17.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168631972356242,град София,Център,"2-СТАЕН","- Луксозно обзаведен двустаен апартамент в тухлена сграда от средата на тридесетте години. Ул. Юрий Венелин. В непосредствена близост до бул. Васил Левски. На пешеходно разстояние до парк ' Княжеска градина ' , метростанция ' СУ ' , различни учебни заведения , търговски обекти , както множество други удобства и комуникации.- Разположен на втори надпартерен от шест етажа , имотът е изложен на югоизток / северозапад. Състои се от входно антре , просторен и светъл хол с трапезария , баня с тоалетна , отделна напълно оборудвана кухня , както обширна тераса. Отопляван на ТЕЦ. Височина на таваните 3,2 м. Чист и поддържан вход с контролиран достъп.- Повече информация , уговорки относно огледи , както професионално съдействие за кредитиране от лицензирания ни финансов консултант , на тел . : 0877 613 094",eb9b9d5c2077669dc5ed9b06338b0e195434896442c34c92c3d833f449af3396,297000,EUR,80,3712.50,Център,2023-10-07 09:22:17.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168614515769790,град София,Център,"2-СТАЕН","iHOME REAL ESTATE продава 2-стаен апартамент до пл. Лъвов мост, малка зелена улица 'Листопад', с място за паркиране. Жилището е в сграда с разрешение за ползване от 2005 г., на 4 етаж. Състои се от голям хол с кухненски бокс и балкон, преходна спалня, баня с тоалетна и коридор. Отоплението е решено с камина и климатик. Към жилището има 1/5 идеални части от парцела, има мазе 12 м2.iHOME REAL ESTATE работи по изискванията на БДС EN15733 в съответствие с нормите, заложени в Етичния Професионален Кодекс. Отговаряме за качеството на предоставяните услуги и консултации, свързани с покупка, продажба, наем-управление на имоти и кредитиране!АГЕНЦИЯ НА ГОДИНАТА ЗА 2021 на годишните награди на imoti.net, пълноправен член на НСНИ и CEPI.","75d9a513964c7a709082010ef798638d225a7f933fd562fae401b99c4c06682b",125000,EUR,55,2272.73,ул. Княз Борис I,2023-10-07 09:22:17.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168595830568551,град София,Център,"2-СТАЕН","Апартамент с една спалня в  бутикова многофункционална сграда в центъра на Столицата, в близост до Mall of SofiaBULGARIA SOTHEBY S INTERNATIONAL REALTY ви представя  двустаен апартамент в бутикова многофункционална сграда в центъра на Столицата, в близост до Mall of Sofia, площад Руски паметник, парк  Възраждане  и Метростанция  Опълченска .ХАРАКТЕРИСТИКИ НА ИМОТА:Обща площ: 88.34 кв.мЗастроена площ: 73.65 кв.мИзложение: ЗападРазпределение: хол кухня и трапезария, спалня, баня с тоалетна, предверие, склад, балкон.Съвременният и модерен дизайн е съобразен с историческата памет на непреходната локация, като същевременно се съчетава със заложеното високо качество и изпълнение на дългогодишния и доказал се във времето Главен изпълнител.Архитектурата е развита посредством девет надземни нива и едно подземно такова. Главният пешеходен вход е от представително и просторно фоайе, решено в цялостния замисъл на сградата. До него през проход е разположен вход обслужващ вътрешния двор със зелени площи и надземен паркинг. Автомобилна рампа оптимизира и спомага за бързия и лесен достъп до подземните гаражи и заложените велосипедни паркоместа в сутерена.Фасадата на сградата е проектирана с вентилируеми системи, завършени с висококачествени HPL плоскости и изолирани с минерална вата.Отоплението е централно на ТЕЦ. Степента на завършеност на апартаментите е на шпакловка и замазка.Срок на завършване на сградата - м.09.2023г.Ref. 6625One bedroom apartment in a boutique mixed-use building in the center of the Capital, close to the Mall of SofiaOne bedroom apartment in a boutique mixed-use building in the center of the Capital, close to the Mall of Sofia Виж по-малко... Виж повече","51ed774c7bee2750937f82348c17f047f320e6f47f52aab04b5074a3f4e6134d",228800,EUR,88,2600.00,пл. Руски паметник,2023-10-07 09:22:17.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169382726302169,град София,Център,"2-СТАЕН","www.almainvest.bgград София, ул  Васил Петлешков    8. Апартамент  3/вход А/ ДИРЕКТНО ОТ ИНВЕСТИТОР - АЛМА ИНВЕСТ. Цената е крайна, без инфлационна клауза.Двустаен апартамент в новострояща се  сграда    ARCH RESIDENCE  ул.  Васил Петлешков    8 -  моста Чавдар. Метростанция   Хаджи Димитър 350м.Състои от коридор, дневна с кухня и трапезария, 1 спални,  баня с тоалетна, склад,  тераса. Чиста жилищна площ-68,47 кв.м. Издава  се на ниво - финна гипсова мазилка, замазка с изпълнени всички вътрешни инсталации, с монтирана блиндирана входна врата, PVC дограма с троен стъклопакет и нискоемисионно К стъкло.Сграда: многокамерни карамични тухли,12 см.топлоизолация, смесена фасада с елементи от естествен камък и минерална мазилка. Луксозно изпълнени общи части и асансьор, система за контролиран достъп. Отопление   ток с изпълнена разводка за сплит система за климатик. Дизайнерско озеленяване на дворното пространство и откритите паркоместа. Самостоятелни гаражи на ниво терен и две нива подземни паркоместа достъпни с рампа, БЕЗ асансьорна платформа.Паркоместа   от 18 000 до 25 000евроГаражи   от 30 000 до 39 000евроЕтап   строително разрешениеНачало на строителство м.ноември 2023г. Акт 16  Юни 2026г. Начална вноска  - 25%Гъвкава  схема на плащане.тел за връзка: 0887 59 75 32/ 0888 876 677/офис 02 971 24 44 /0885 800 928е-mail: [email protected] /[email protected]www.almainvest.bghttp://: almainvest.imot.bg Виж по-малко... Виж повече","1f635a8d1b03a55dd30f7304b7ab5a59747a19ff43cb4b0724477c0e2a369601",128000,EUR,80,1600.00,Център,2023-10-07 09:22:16.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168845184160799,град София,Център,"2-СТАЕН","Агенция за недвижими имоти Титан Пропъртис - офис Младост предлага на Вашето внимание двустаен апартамент с локация Център-ЦУМ на ул.  Цар Симеон . Само на метри от метростанция 'Сердика', търговски обекти и множество спирки на градски транспорт. Имотът разполага с площ 72кв.м, разгърната в следното разпределение: входно антре, трапезария с кухня и остъклен балкон, всекидневна, спалня и баня с тоалетна. Строителство: тухла от 1969г. Изложение ИЗТОК/СЕВЕР. Отопление: електричество. Към жилището има мазе, паркомясто, таванско помещение и идеални части от магазин. Агенцията разполага с множество оферти в и извън района, в различни ценови диапазони и типажи на имотите. За оглед на това и други атрактивни предложения, не се колебайте да ни потърсите на посочения телефон или да ни изпратите данните си чрез формата за запитване на сайта. Реф.номер: 45941.","5553b0528a3d4031ffd592a7c9170047f93c5872740ca417fbb1e88001471e31",200000,EUR,72,2777.78,ул. Цар Симеон,2023-10-07 09:22:16.000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169649417878886,град София,Център,"2-СТАЕН","Двустаен апартамент в центъра на гр. София /на метри от НДК/Етаж 2 над магазини, в тухлена сграда с перфектни общи части. Светла площ 58м2 + таванско помещение- 8м2, мазе- 10м2.Състои се от антре, вестибюл, две стаи, кухня, баня, тоалетна и тераса. Имотът ще бъде освободен от мебели и подготвен за ремонт.За допълнителни въпроси- 0888017070 Розалина Иванчева","0d7f2191bf02fc22b02b62ac808fde323f66f8437d908a4cfa9ee49e0d082493",175000,EUR,58,3017.24,Център,2023-10-07 09:22:16.000
